"","well_id","Alkalinity","As","B","Bicarbonate","Ca","Carbonate","Fe","pH","Si","SO4-","SpecificConductance","U"
"1218",7567,NA,NA,NA,498,48,0,NA,NA,NA,744,2340,NA
"1219",7568,NA,NA,NA,474,46,0,NA,NA,NA,713,2270,NA
"1220",7569,NA,NA,NA,471,NA,0,NA,NA,NA,NA,2430,NA
"1221",7570,NA,NA,NA,300,42,15,NA,NA,NA,2100,5100,NA
"1222",7571,NA,NA,NA,374,96,0,NA,NA,NA,2620,5990,NA
"1223",7572,NA,NA,NA,290,189,0,NA,NA,NA,1400,2920,NA
"1224",7573,NA,NA,NA,763,6,17,NA,NA,NA,17,2670,NA
"1225",7574,NA,NA,NA,188,214,0,NA,NA,NA,937,1990,NA
"1226",7575,NA,NA,NA,572,15,0,NA,NA,NA,710,2320,NA
"1227",7576,NA,NA,NA,388,278,0,NA,NA,NA,784,1780,NA
"1228",7577,NA,NA,NA,210,684,0,NA,NA,NA,3410,5310,NA
"1229",7578,NA,NA,NA,512,156,0,NA,NA,NA,363,1370,NA
"1230",7579,NA,NA,NA,201,52,5,NA,NA,NA,3,328,NA
"1231",7580,NA,NA,NA,184,66,0,NA,NA,NA,94,497,NA
"1232",7581,NA,NA,NA,405,23,0,NA,NA,NA,189,1170,NA
"1233",7582,NA,NA,NA,254,146,0,NA,NA,NA,3210,6640,NA
"1234",7583,NA,NA,NA,1200,NA,73,NA,NA,NA,NA,4720,NA
"1235",7584,NA,NA,NA,410,44,0,NA,NA,NA,22,687,NA
"1236",7585,NA,NA,NA,254,97,0,NA,NA,NA,224,848,NA
"1237",7586,NA,NA,NA,340,51,0,NA,NA,NA,83,793,NA
"1238",7587,NA,NA,NA,245,49,0,NA,NA,NA,34,495,NA
"1239",7588,NA,NA,NA,334,33,0,NA,NA,NA,69,752,NA
"1240",7589,NA,NA,NA,340,NA,0,NA,NA,NA,NA,802,NA
"1241",7590,NA,NA,NA,214,NA,0,NA,NA,NA,NA,3600,NA
"1242",7591,NA,NA,NA,172,NA,0,NA,NA,NA,NA,3160,NA
"1243",7592,NA,NA,NA,167,19,6,NA,NA,NA,978,3150,NA
"1244",7593,NA,NA,NA,164,71,0,NA,NA,NA,185,640,NA
"1245",7594,NA,NA,NA,NA,330,NA,NA,NA,NA,1460,2580,NA
"1246",7595,NA,NA,NA,255,NA,0,NA,NA,NA,75,369,NA
"1247",7596,NA,NA,NA,208,1,9,NA,NA,NA,45,471,NA
"1248",7597,NA,NA,NA,227,2,0,NA,NA,NA,41,456,NA
"1249",7598,NA,NA,NA,254,5,0,NA,NA,NA,121,754,NA
"1250",7599,NA,NA,NA,186,11,0,NA,NA,NA,1810,4280,NA
"1251",7600,NA,NA,NA,225,6,0,NA,NA,NA,332,1450,NA
"1252",7601,NA,NA,NA,145,100,6,NA,NA,NA,489,1220,NA
"1253",7602,NA,NA,NA,174,2,30,NA,NA,NA,11,390,NA
"1254",7603,NA,NA,NA,332,44,0,NA,NA,NA,700,2240,NA
"1255",7604,NA,NA,NA,268,NA,0,NA,NA,NA,NA,1300,NA
"1256",7605,NA,NA,NA,430,17,0,NA,NA,NA,900,3030,NA
"1257",7606,NA,NA,NA,448,8,0,NA,NA,NA,746,2440,NA
"1258",7607,NA,NA,NA,342,19,0,NA,NA,NA,440,1400,NA
"1259",7608,NA,NA,NA,150,437,0,NA,NA,NA,2510,4070,NA
"1260",7609,NA,NA,NA,110,NA,0,NA,NA,NA,NA,188,NA
"1261",7610,NA,NA,NA,392,100,0,NA,NA,NA,180,937,NA
"1262",7611,NA,NA,NA,438.5,22,13.5,NA,NA,NA,1480,8735,NA
"1263",7612,NA,NA,NA,411.5,198,0,NA,NA,NA,4127.5,28750,NA
"1264",7613,NA,NA,NA,262,31,0,NA,NA,NA,820,2200,NA
"1265",7614,NA,NA,NA,404,18,6,NA,NA,NA,206,1460,NA
"1266",7615,NA,NA,NA,188,44,0,NA,NA,NA,7,6230,NA
"1267",7616,NA,NA,NA,431,99,0,NA,NA,NA,640,1925,NA
"1268",7617,NA,NA,NA,148,86,0,NA,NA,NA,202,715,NA
"1269",7618,NA,NA,NA,634,70,0,NA,NA,NA,1430,3720,NA
"1270",7619,NA,NA,NA,531,196,0,NA,NA,NA,2010,4340,NA
"1271",7620,NA,NA,NA,358,277,0,NA,NA,NA,3000,5860,NA
"1272",7621,NA,NA,NA,522,81,0,NA,NA,NA,661,2060,NA
"1273",7622,NA,NA,NA,403,131,21,NA,NA,NA,1830,4620,NA
"1274",7623,NA,NA,NA,134,35,0,NA,NA,NA,76,393,NA
"1275",7624,NA,NA,NA,260,NA,0,NA,NA,NA,NA,3030,NA
"1276",7625,NA,NA,NA,575,54,0,NA,NA,NA,739,2320,NA
"1277",7626,NA,NA,NA,684,NA,0,NA,NA,NA,NA,2530,NA
"1278",7627,NA,NA,NA,340,238,0,NA,NA,NA,724,1720,NA
"1279",7628,NA,NA,NA,297,60,0,NA,NA,NA,584,1670,NA
"1280",7629,NA,NA,NA,268,167,0,NA,NA,NA,1280,2790,NA
"1281",7630,NA,NA,NA,411,NA,0,NA,NA,NA,NA,3420,NA
"1282",7631,NA,NA,NA,478,151,0,NA,NA,NA,1790,4000,NA
"1283",7632,NA,NA,NA,284,145,0,NA,NA,NA,1580,3410,NA
"1284",7633,NA,NA,NA,280,NA,0,NA,NA,NA,NA,3830,NA
"1285",7634,NA,NA,NA,149,476,0,NA,NA,NA,2140,3670,NA
"1286",7635,NA,NA,NA,465,62,0,NA,NA,NA,1070,2780,NA
"1287",7636,NA,NA,NA,355,26,0,NA,NA,NA,442,1480,NA
"1288",7637,NA,NA,NA,344,NA,0,NA,NA,NA,NA,1320,NA
"1289",7638,NA,NA,NA,692,64,0,NA,NA,NA,1260,3370,NA
"1290",7639,NA,NA,NA,640,112,28,NA,NA,NA,733,2350,NA
"1291",7640,NA,NA,NA,320,84,0,NA,NA,NA,1320,3060,NA
"1292",7641,NA,NA,NA,228,464,0,NA,NA,NA,1480,2650,NA
"1293",7642,NA,NA,NA,342,234,0,NA,NA,NA,1570,NA,NA
"1294",7643,NA,NA,NA,464,NA,0,NA,NA,NA,NA,14775,NA
"1295",7644,NA,NA,NA,598,69,0,NA,NA,NA,456,1870,NA
"1296",7645,NA,NA,NA,418,476,0,NA,NA,NA,3060,5460,NA
"1297",7646,NA,NA,NA,322,110,0,NA,NA,NA,266,1020,NA
"1298",7647,NA,NA,NA,408,NA,79,NA,NA,NA,NA,1170,NA
"1299",7648,NA,NA,NA,409,NA,0,NA,NA,NA,NA,3370,NA
"1300",7649,NA,NA,NA,418,NA,0,NA,NA,NA,NA,864,NA
"1301",7650,NA,NA,NA,276,3,22,NA,NA,NA,31,544,NA
"1302",7651,NA,NA,NA,346,46,0,NA,NA,NA,269,1180,NA
"1303",7652,NA,NA,NA,222,NA,0,NA,NA,NA,NA,921,NA
"1304",7653,NA,NA,NA,459,NA,8,NA,NA,NA,NA,1060,NA
"1305",7654,NA,NA,NA,474,NA,0,NA,NA,NA,NA,2070,NA
"1306",7655,NA,NA,NA,167,NA,0,NA,NA,NA,NA,328,NA
"1307",7656,NA,NA,NA,263,155,0,NA,NA,NA,874,1990,NA
"1308",7657,NA,NA,NA,224,NA,0,NA,NA,NA,NA,2350,NA
"1309",7658,NA,NA,NA,752,9,57,NA,NA,NA,182.5,4390,NA
"1310",7659,NA,NA,NA,568,98,49,NA,NA,NA,1820,4420,NA
"1311",7660,NA,NA,NA,236,44,0,NA,NA,NA,89,809,NA
"1312",7661,NA,NA,NA,224,65,0,NA,NA,NA,55,517,NA
"1313",7662,NA,NA,NA,200,114,0,NA,NA,NA,294,860,NA
"1314",7663,NA,NA,NA,285,NA,0,NA,NA,NA,1160,3080,NA
"1315",7664,NA,NA,NA,436,3,0,NA,NA,NA,217,1170,NA
"1316",7665,NA,NA,NA,470,4,98,NA,NA,NA,49,1060,NA
"1317",7666,NA,NA,NA,394,NA,0,NA,NA,NA,NA,1630,NA
"1318",7667,NA,NA,NA,316,NA,0,NA,NA,NA,NA,2040,NA
"1319",7668,NA,NA,NA,323,2,19,NA,NA,NA,29,610,NA
"1320",7669,NA,NA,NA,522,7,29,NA,NA,NA,14,860,NA
"1321",7670,NA,NA,NA,280,46,0,NA,NA,NA,44,532,NA
"1322",7671,NA,NA,NA,154,NA,0,NA,NA,NA,NA,250,NA
"1323",7672,NA,NA,NA,131,NA,0,NA,NA,NA,7,223,NA
"1324",7673,NA,NA,NA,122,NA,0,NA,NA,NA,24,224,NA
"1325",7674,NA,NA,NA,150,NA,0,NA,NA,NA,9,279,NA
"1326",7675,NA,NA,NA,163,50,0,NA,NA,NA,21,302,NA
"1327",7676,NA,NA,NA,372,122,0,NA,NA,NA,117,779,NA
"1328",7677,NA,NA,NA,291,182,0,NA,NA,NA,461,1230,NA
"1329",7678,NA,NA,NA,279,68,0,NA,NA,NA,25,493,NA
"1330",7679,NA,NA,NA,130,57,0,NA,NA,NA,102,436,NA
"1331",7680,NA,NA,NA,219,123,0,NA,NA,NA,408,1110,NA
"1332",7681,NA,NA,NA,369,NA,0,NA,NA,NA,NA,4420,NA
"1333",7682,NA,NA,NA,224,114,0,NA,NA,NA,408,1110,NA
"1334",7683,NA,NA,NA,553,2,70,NA,NA,NA,136,1340,NA
"1335",7684,NA,NA,NA,534,NA,0,NA,NA,NA,NA,1490,NA
"1336",7685,NA,NA,NA,344,NA,0,NA,NA,NA,NA,1040,NA
"1337",7686,NA,NA,NA,508,7,0,NA,NA,NA,677,2460,NA
"1338",7687,NA,NA,NA,825,9,0,NA,NA,NA,772,3640,NA
"1339",7688,NA,NA,NA,122,NA,0,NA,NA,NA,2980,4050,NA
"1340",7689,NA,NA,NA,1580,2,34,NA,NA,NA,6,2780,NA
"1341",7690,NA,NA,NA,314,NA,0,NA,NA,NA,NA,2560,NA
"1342",7691,NA,NA,NA,389,110,0,NA,NA,NA,383,1230,NA
"1343",7692,NA,NA,NA,1120,3,59,NA,NA,NA,85,2480,NA
"1344",7693,NA,NA,NA,498,151,0,NA,NA,NA,555,1650,NA
"1345",7694,NA,NA,NA,592,6,0,NA,NA,NA,853,2870,NA
"1346",7695,NA,NA,NA,236,24,0,NA,NA,NA,310,1040,NA
"1347",7696,NA,NA,NA,605,6,0,NA,NA,NA,698,3130,NA
"1348",7697,NA,NA,NA,466,15,0,NA,NA,NA,197,1110,NA
"1349",7698,NA,NA,NA,428,39,0,NA,NA,NA,336,1350,NA
"1350",7699,NA,NA,NA,93,NA,0,NA,NA,NA,NA,192,NA
"1351",7700,NA,NA,NA,705,47,0,NA,NA,NA,602,2140,NA
"1352",7701,NA,NA,NA,282,1,0,NA,NA,NA,171,868,NA
"1353",7702,NA,NA,NA,996,27,37,NA,NA,NA,757,2950,NA
"1354",7703,NA,NA,NA,354,96,0,NA,NA,NA,144,830,NA
"1355",7704,NA,NA,NA,293,97,0,NA,NA,NA,137,807,NA
"1356",7705,NA,NA,NA,247,169,0,NA,NA,NA,596,1350,NA
"1357",7706,NA,NA,NA,218,116,0,NA,NA,NA,571,1340,NA
"1358",7707,NA,NA,NA,260,110,0,NA,NA,NA,256,873,NA
"1359",7708,NA,NA,NA,272,32,0,NA,NA,NA,23,567,NA
"1360",7709,NA,NA,NA,258,72,0,NA,NA,NA,43,480,NA
"1361",7710,NA,NA,NA,160,42,0,NA,NA,NA,40,331,NA
"1362",7711,NA,NA,NA,322,64,0,NA,NA,NA,36,634,NA
"1363",7712,NA,NA,NA,1020,8,98,NA,NA,NA,98,3350,NA
"1364",7713,NA,NA,NA,590,NA,0,NA,NA,NA,2430,4320,NA
"1365",7714,NA,NA,NA,261,52,14,NA,NA,NA,64,679,NA
"1366",7715,NA,NA,NA,334,26,13,NA,NA,NA,184,1090,NA
"1367",7716,NA,NA,NA,335,118,0,NA,NA,NA,156,774,NA
"1368",7717,NA,NA,NA,265,136,0,NA,NA,NA,245,836,NA
"1369",7718,NA,NA,NA,436,2,0,NA,NA,NA,77,881,NA
"1370",7719,NA,NA,NA,254,89,0,NA,NA,NA,131,688,NA
"1371",7720,NA,NA,NA,518,2,39,NA,NA,NA,74,1060,NA
"1372",7721,NA,NA,NA,677,130,0,NA,NA,NA,240,1360,NA
"1373",7722,NA,NA,NA,498,20,11,NA,NA,NA,210,1280,NA
"1374",7723,NA,NA,NA,548,NA,55,NA,NA,NA,NA,1260,NA
"1375",7724,NA,NA,NA,458,NA,52,NA,NA,NA,NA,1080,NA
"1376",7725,NA,NA,NA,158,42,0,NA,NA,NA,121,1040,NA
"1377",7726,NA,NA,NA,322,13,0,NA,NA,NA,82,878,NA
"1378",7727,NA,NA,NA,117,28,0,NA,NA,NA,10,209,NA
"1379",7728,NA,NA,NA,184,40,0,NA,NA,NA,11,340,NA
"1380",7729,NA,NA,NA,192,29,0,NA,NA,NA,27,479,NA
"1381",7730,NA,NA,NA,313,79,0,NA,NA,NA,32,702,NA
"1382",7731,NA,NA,NA,319,140,0,NA,NA,NA,32,1110,NA
"1383",7732,NA,NA,NA,198,68,0,NA,NA,NA,22,454,NA
"1384",7733,NA,NA,NA,232,19,0,NA,NA,NA,81,672,NA
"1385",7734,NA,NA,NA,219,26,0,NA,NA,NA,147,1140,NA
"1386",7735,NA,NA,NA,194,62,0,NA,NA,NA,22,405,NA
"1387",7736,NA,NA,NA,266,75,0,NA,NA,NA,NA,497,NA
"1388",7737,NA,NA,NA,451,29,0,NA,NA,NA,21,1090,NA
"1389",7738,NA,NA,NA,406,91,0,NA,NA,NA,305,1950,NA
"1390",7739,NA,NA,NA,154,36,0,NA,NA,NA,32,448,NA
"1391",7740,NA,NA,NA,227,73,0,NA,NA,NA,281,982,NA
"1392",7741,NA,NA,NA,254,25,0,NA,NA,NA,172,1700,NA
"1393",7742,NA,NA,NA,310,32,56,NA,NA,NA,603,1900,NA
"1394",7743,NA,NA,NA,150,59,0,NA,NA,NA,99,509,NA
"1395",7744,NA,NA,NA,462,21,0,NA,NA,NA,21,1160,NA
"1396",7745,NA,NA,NA,380,48,0,NA,NA,NA,62,1100,NA
"1397",7746,NA,NA,NA,302,NA,0,NA,NA,NA,NA,676,NA
"1398",7747,NA,NA,NA,238,54,0,NA,NA,NA,27,544,NA
"1399",7748,NA,NA,NA,290,104,0,NA,NA,NA,22,640,NA
"1400",7749,NA,NA,NA,128,64,16,NA,NA,NA,24,521,NA
"1401",7750,NA,NA,NA,137,49,0,NA,NA,NA,9,314,NA
"1402",7751,NA,NA,NA,252,80,0,NA,NA,NA,31,593,NA
"1403",7752,NA,NA,NA,221,80,0,NA,NA,NA,21,542,NA
"1404",7753,NA,NA,NA,243,74,0,NA,NA,NA,13,454,NA
"1405",7754,NA,NA,NA,610,90,0,NA,NA,NA,40,1230,NA
"1406",7755,NA,NA,NA,120,34,0,NA,NA,NA,11,222,NA
"1407",7756,NA,NA,NA,203,58,0,NA,NA,NA,23,402,NA
"1408",7757,NA,NA,NA,142,28,0,NA,NA,NA,6,241,NA
"1409",7758,NA,NA,NA,393,60,0,NA,NA,NA,105,952,NA
"1410",7759,NA,NA,NA,660,12,0,NA,NA,NA,454,2020,NA
"1411",7760,NA,NA,NA,467,NA,0,NA,NA,NA,NA,835,NA
"1412",7761,NA,NA,NA,538,53,0,NA,NA,NA,11,944,NA
"1413",7762,NA,NA,NA,607,130,0,NA,NA,NA,55,1370,NA
"1414",7763,NA,NA,NA,172,44,0,NA,NA,NA,5,287,NA
"1415",7764,NA,NA,NA,170,50,0,NA,NA,NA,19,387,NA
"1416",7765,NA,NA,NA,196,74,0,NA,NA,NA,68,463,NA
"1417",7766,NA,NA,NA,242,82,0,NA,NA,NA,69,534,NA
"1418",7767,NA,NA,NA,207,70,0,NA,NA,NA,41,413,NA
"1419",7768,NA,NA,NA,482,120,0,NA,NA,NA,332,1600,NA
"1420",7769,NA,NA,NA,412,14,0,NA,NA,NA,139,1450,NA
"1421",7770,NA,NA,NA,287,130,0,NA,NA,NA,785,1910,NA
"1422",7771,NA,NA,NA,272,73,0,NA,NA,NA,32,521,NA
"1423",7772,NA,NA,NA,296,91,0,NA,NA,NA,116,1210,NA
"1424",7773,NA,NA,NA,191,54,0,NA,NA,NA,22,362,NA
"1425",7774,NA,NA,NA,227,69,0,NA,NA,NA,26,471,NA
"1426",7775,NA,NA,NA,257,68,0,NA,NA,NA,24,473,NA
"1427",7776,NA,NA,NA,363,37,0,NA,NA,NA,44,667,NA
"1428",7777,NA,NA,NA,486,33,0,NA,NA,NA,74,1010,NA
"1429",7778,NA,NA,NA,253,126,0,NA,NA,NA,25,719,NA
"1430",7779,NA,NA,NA,198,63,0,NA,NA,NA,42,409,NA
"1431",7780,NA,NA,NA,472,25,0,NA,NA,NA,62,934,NA
"1432",7781,NA,NA,NA,289,76,0,NA,NA,NA,10,496,NA
"1433",7782,NA,NA,NA,278,71,0,NA,NA,NA,24,501,NA
"1434",7783,NA,NA,NA,289,NA,0,NA,NA,NA,NA,452,NA
"1435",7784,NA,NA,NA,286,24,23,NA,NA,NA,79,644,NA
"1436",7785,NA,NA,NA,170,45,0,NA,NA,NA,6,274,NA
"1437",7786,NA,NA,NA,338,79,0,NA,NA,NA,14,576,NA
"1438",7787,NA,NA,NA,430,106,0,NA,NA,NA,29,733,NA
"1439",7788,NA,NA,NA,279,20,0,NA,NA,NA,22,458,NA
"1440",7789,NA,NA,NA,248,30,10,NA,NA,NA,21,443,NA
"1441",7790,NA,NA,NA,291,66,0,NA,NA,NA,51,665,NA
"1442",7791,NA,NA,NA,286,63,0,NA,NA,NA,19,495,NA
"1443",7792,NA,NA,NA,306,67,0,NA,NA,NA,24,552,NA
"1444",7793,NA,NA,NA,154,46,7,NA,NA,NA,18,309,NA
"1445",7794,NA,NA,NA,298,64,0,NA,NA,NA,22,491,NA
"1446",7795,NA,NA,NA,258,101,0,NA,NA,NA,203,777,NA
"1447",7796,NA,NA,NA,184,70,0,NA,NA,NA,190,817,NA
"1448",7797,NA,NA,NA,193,42,0,NA,NA,NA,6,320,NA
"1449",7798,NA,NA,NA,57,NA,0,NA,NA,NA,NA,181,NA
"1450",7799,NA,NA,NA,68,NA,0,NA,NA,NA,NA,173,NA
"1451",7800,NA,NA,NA,150,NA,0,NA,NA,NA,NA,255,NA
"1452",7801,NA,NA,NA,72,40,0,NA,NA,NA,23,333,NA
"1453",7802,NA,NA,NA,34,11,0,NA,NA,NA,NA,101,NA
"1454",7803,NA,NA,NA,208,86,0,NA,NA,NA,209,783,NA
"1455",7804,NA,NA,NA,198,71,0,NA,NA,NA,224,985,NA
"1456",7805,NA,NA,NA,176,58,0,NA,NA,NA,63,482,NA
"1457",7806,NA,NA,NA,250,67,0,NA,NA,NA,82,597,NA
"1458",7807,NA,NA,NA,192,88,0,NA,NA,NA,331,1420,NA
"1459",7808,NA,NA,NA,251,67,0,NA,NA,NA,43,554,NA
"1460",7809,NA,NA,NA,232,38,0,NA,NA,NA,31,447,NA
"1461",7810,NA,NA,NA,306,62,0,NA,NA,NA,23,541,NA
"1462",7811,NA,NA,NA,539,91,0,NA,NA,NA,10,831,NA
"1463",7812,NA,NA,NA,198,62,0,NA,NA,NA,154,948,NA
"1464",7813,NA,NA,NA,480,112,0,NA,NA,NA,24,735,NA
"1465",7814,NA,NA,NA,250,75,0,NA,NA,NA,170,729,NA
"1466",7815,NA,NA,NA,221,52,0,NA,NA,NA,27,461,NA
"1467",7816,NA,NA,NA,210,48,0,NA,NA,NA,59,527,NA
"1468",7817,NA,NA,NA,307,53,0,NA,NA,NA,34,556,NA
"1469",7818,NA,NA,NA,209,64,0,NA,NA,NA,55,522,NA
"1470",7819,NA,NA,NA,335,197,0,NA,NA,NA,559,1750,NA
"1471",7820,NA,NA,NA,462,540,0,NA,NA,NA,2310,4010,NA
"1472",7821,NA,NA,NA,192,50,0,NA,NA,NA,53,450,NA
"1473",7822,NA,NA,NA,344,91,0,NA,NA,NA,126,930,NA
"1474",7823,NA,NA,NA,184,57,0,NA,NA,NA,14,328,NA
"1475",7824,NA,NA,NA,199,135,0,NA,NA,NA,496,1240,NA
"1476",7825,NA,NA,NA,107,564,0,NA,NA,NA,1760,2740,NA
"1477",7826,NA,NA,NA,165,41,0,NA,NA,NA,33,349,NA
"1478",7827,NA,NA,NA,166,210,0,NA,NA,NA,1720,2920,NA
"1479",7828,NA,NA,NA,205,20,0,NA,NA,NA,156,676,NA
"1480",7829,NA,NA,NA,88,19,0,NA,NA,NA,36,230,NA
"1481",7830,NA,NA,NA,60,29,0,NA,NA,NA,11,237,NA
"1482",7831,NA,NA,NA,149,49,0,NA,NA,NA,19,316,NA
"1483",7832,NA,NA,NA,220,55,0,NA,NA,NA,202,889,NA
"1484",7833,NA,NA,NA,176,37,0,NA,NA,NA,17,334,NA
"1485",7834,NA,NA,NA,277,61,0,NA,NA,NA,58,616,NA
"1486",7835,NA,NA,NA,284,68,8,NA,NA,NA,81,739,NA
"1487",7836,NA,NA,NA,125,20,0,NA,NA,NA,14,235,NA
"1488",7837,NA,NA,NA,267,NA,0,NA,NA,NA,NA,685,NA
"1489",7838,NA,NA,NA,127,28,0,NA,NA,NA,7,227,NA
"1490",7839,NA,NA,NA,102,24,0,NA,NA,NA,8,192,NA
"1491",7840,NA,NA,NA,242,48,0,NA,NA,NA,72,582,NA
"1492",7841,NA,NA,NA,272,66,0,NA,NA,NA,21,459,NA
"1493",7842,NA,NA,NA,105,29,0,NA,NA,NA,4,199,NA
"1494",7843,NA,NA,NA,84,24,0,NA,NA,NA,8,162,NA
"1495",7844,NA,NA,NA,128,30,0,NA,NA,NA,11,240,NA
"1496",7845,NA,NA,NA,95,27,0,NA,NA,NA,4,182,NA
"1497",7846,NA,NA,NA,72,23,0,NA,NA,NA,9,135,NA
"1498",7847,NA,NA,NA,228,48,0,NA,NA,NA,44,465,NA
"1499",7848,NA,NA,NA,119,32,0,NA,NA,NA,5,209,NA
"1500",7849,NA,NA,NA,241,298,0,NA,NA,NA,1200,2250,NA
"1501",7850,NA,NA,NA,335,66,0,NA,NA,NA,16,336,NA
"1502",7851,NA,NA,NA,234,81,0,NA,NA,NA,243,892,NA
"1503",7852,NA,NA,NA,307,68,0,NA,NA,NA,9,509,NA
"1504",7853,NA,NA,NA,198,2,16,NA,NA,NA,21,408,NA
"1505",7854,NA,NA,NA,204,77,0,NA,NA,NA,202,1180,NA
"1506",7855,NA,NA,NA,152,23,0,NA,NA,NA,50,405,NA
"1507",7856,NA,NA,NA,220,31,0,NA,NA,NA,68,678,NA
"1508",7857,NA,NA,NA,654,5,0,NA,NA,NA,180,1440,NA
"1509",7858,NA,NA,NA,481,9,0,NA,NA,NA,89,1000,NA
"1510",7859,NA,NA,NA,120,29,0,NA,NA,NA,11,251,NA
"1511",7860,NA,NA,NA,674,10,0,NA,NA,NA,115,1300,NA
"1512",7861,NA,NA,NA,222,NA,0,NA,NA,NA,NA,602,NA
"1513",7862,NA,NA,NA,229,NA,0,NA,NA,NA,NA,632,NA
"1514",7863,NA,NA,NA,298,10,0,NA,NA,NA,50,749,NA
"1515",7864,NA,NA,NA,237,NA,0,NA,NA,NA,NA,658,NA
"1516",7865,NA,NA,NA,464,12,0,NA,NA,NA,88,973,NA
"1517",7866,NA,NA,NA,103,23,0,NA,NA,NA,20,221,NA
"1518",7867,NA,NA,NA,240,40,0,NA,NA,NA,835,6190,NA
"1519",7868,NA,NA,NA,339,18,0,NA,NA,NA,255,1290,NA
"1520",7869,NA,NA,NA,326,4,6,NA,NA,NA,37,879,NA
"1521",7870,NA,NA,NA,117,NA,0,NA,NA,NA,NA,489,NA
"1522",7871,NA,NA,NA,169,39,0,NA,NA,NA,72,679,NA
"1523",7872,NA,NA,NA,123,42,0,NA,NA,NA,52,543,NA
"1524",7873,NA,NA,NA,597,10,0,NA,NA,NA,41,1060,NA
"1525",7874,NA,NA,NA,426,40,0,NA,NA,NA,179,1140,NA
"1526",7875,NA,NA,NA,195,57,0,NA,NA,NA,134,602,NA
"1527",7876,NA,NA,NA,117,NA,0,NA,NA,NA,NA,227,NA
"1528",7877,NA,NA,NA,108,133,0,NA,NA,NA,366,871,NA
"1529",7878,NA,NA,NA,220,48,0,NA,NA,NA,30,445,NA
"1530",7879,NA,NA,NA,137,NA,0,NA,NA,NA,NA,274,NA
"1531",7880,NA,NA,NA,139,23,5,NA,NA,NA,14,277,NA
"1532",7881,NA,NA,NA,275,18,0,NA,NA,NA,136,805,NA
"1533",7882,NA,NA,NA,200,58,0,NA,NA,NA,37,576,NA
"1534",7883,NA,NA,NA,112,21,0,NA,NA,NA,10,222,NA
"1535",7884,NA,NA,NA,192,34,0,NA,NA,NA,41,491,NA
"1536",7885,NA,NA,NA,220,8,0,NA,NA,NA,223,1720,NA
"1537",7886,NA,NA,NA,204,43,0,NA,NA,NA,77,505,NA
"1538",7887,NA,NA,NA,183,NA,0,NA,NA,NA,337,1090,NA
"1539",7888,NA,NA,NA,327,NA,38,NA,NA,NA,NA,789,NA
"1540",7889,NA,NA,NA,225,2,44,NA,NA,NA,119,965,NA
"1541",7890,NA,NA,NA,172,93,0,NA,NA,NA,430,1320,NA
"1542",7891,NA,NA,NA,290,NA,0,NA,NA,NA,NA,699,NA
"1543",7892,NA,NA,NA,214,174,0,NA,NA,NA,416,1130,NA
"1544",7893,NA,NA,NA,197,20,0,NA,NA,NA,62,461,NA
"1545",7894,NA,NA,NA,238,2,16,NA,NA,NA,119,732,NA
"1546",7895,NA,NA,NA,308,95,NA,NA,NA,NA,396,1390,NA
"1547",7896,NA,NA,NA,286,72,0,NA,NA,NA,239,942,NA
"1548",7897,NA,NA,NA,287,13,0,NA,NA,NA,50,564,NA
"1549",7898,NA,NA,NA,395,12,0,NA,NA,NA,44,704,NA
"1550",7899,NA,NA,NA,363,5,0,NA,NA,NA,226,1720,NA
"1551",7900,NA,NA,NA,228,56,0,NA,NA,NA,38,496,NA
"1552",7901,NA,NA,NA,184,37,0,NA,NA,NA,38,418,NA
"1553",7902,NA,NA,NA,232,38,0,NA,NA,NA,37,499,NA
"1554",7903,NA,NA,NA,148,28,0,NA,NA,NA,11,287,NA
"1555",7904,NA,NA,NA,231,46,0,NA,NA,NA,32,468,NA
"1556",7905,NA,NA,NA,137,46,0,NA,NA,NA,91,541,NA
"1557",7906,NA,NA,NA,255,12,0,NA,NA,NA,62,560,NA
"1558",7907,NA,NA,NA,241,42,0,NA,NA,NA,65,551,NA
"1559",7908,NA,NA,NA,250,86,12,NA,NA,NA,29,560,NA
"1560",7909,NA,NA,NA,415,86,0,NA,NA,NA,7,643,NA
"1561",7910,NA,NA,NA,85,20,0,NA,NA,NA,19,219,NA
"1562",7911,NA,NA,NA,154,37,0,NA,NA,NA,20,310,NA
"1563",7912,NA,NA,NA,268,397,0,NA,NA,NA,NA,3340,NA
"1564",7913,NA,NA,NA,142,60,17,NA,NA,NA,135,562,NA
"1565",7914,NA,NA,NA,260,116,0,NA,NA,NA,382,1120,NA
"1566",7915,NA,NA,NA,118,59,6,NA,NA,NA,126,530,NA
"1567",7916,NA,NA,NA,268,150,0,NA,NA,NA,496,1230,NA
"1568",7917,NA,NA,NA,241,58,0,NA,NA,NA,251,912,NA
"1569",7918,NA,NA,NA,186,41,0,NA,NA,NA,29,381,NA
"1570",7919,NA,NA,NA,476,3,24,NA,NA,NA,395,1720,NA
"1571",7920,NA,NA,NA,180,47,0,NA,NA,NA,20,375,NA
"1572",7921,NA,NA,NA,500,141,0,NA,NA,NA,777,2100,NA
"1573",7922,NA,NA,NA,254,67,0,NA,NA,NA,39,519,NA
"1574",7923,NA,NA,NA,366,457,0,NA,NA,NA,4710,6890,NA
"1575",7924,NA,NA,NA,532,10,0,NA,NA,NA,422,1800,NA
