+ Fold01: shrinkage=0.004, interaction.depth= 2, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     8        1.0298            -nan     0.0060    0.0128
     9        1.0209            -nan     0.0060    0.0134
    10        1.0118            -nan     0.0060    0.0121
    20        0.9305            -nan     0.0060    0.0099
    40        0.7993            -nan     0.0060    0.0070
    60        0.6999            -nan     0.0060    0.0050
    80        0.6219            -nan     0.0060    0.0037
   100        0.5595            -nan     0.0060    0.0026
   120        0.5077            -nan     0.0060    0.0015
   140        0.4644            -nan     0.0060    0.0006
   160        0.4269            -nan     0.0060    0.0005
   180        0.3948            -nan     0.0060    0.0003
   200        0.3670            -nan     0.0060   -0.0002
   220        0.3425            -nan     0.0060   -0.0005
   240        0.3202            -nan     0.0060   -0.0007
   260        0.3006            -nan     0.0060   -0.0005
   280        0.2832            -nan     0.0060   -0.0005
   300        0.2666            -nan     0.0060   -0.0004
   320        0.2518            -nan     0.0060   -0.0005
   340        0.2383            -nan     0.0060   -0.0006
   360        0.2262            -nan     0.0060   -0.0008
   380        0.2148            -nan     0.0060   -0.0010
   400        0.2043            -nan     0.0060   -0.0007
   420        0.1944            -nan     0.0060   -0.0005
   440        0.1850            -nan     0.0060   -0.0005
   460        0.1760            -nan     0.0060   -0.0005
   480        0.1678            -nan     0.0060   -0.0007
   500        0.1599            -nan     0.0060   -0.0007

- Fold01: shrinkage=0.006, interaction.depth=16, n.minobsinnode=8, n.trees=500 
+ Fold01: shrinkage=0.008, interaction.depth= 2, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0080    0.0176
     2        1.0884            -nan     0.0080    0.0169
     3        1.0787            -nan     0.0080    0.0157
     4        1.0688            -nan     0.0080    0.0171
     5        1.0588            -nan     0.0080    0.0163
     6        1.0495            -nan     0.0080    0.0152
     7        1.0401            -nan     0.0080    0.0155
     8        1.0308            -nan     0.0080    0.0146
     9        1.0216            -nan     0.0080    0.0145
    10        1.0131            -nan     0.0080    0.0139
    20        0.9399            -nan     0.0080    0.0107
    40        0.8335            -nan     0.0080    0.0072
    60        0.7617            -nan     0.0080    0.0046
    80        0.7110            -nan     0.0080    0.0026
   100        0.6753            -nan     0.0080    0.0014
   120        0.6482            -nan     0.0080    0.0011
   140        0.6272            -nan     0.0080    0.0008
   160        0.6091            -nan     0.0080    0.0003
   180        0.5940            -nan     0.0080   -0.0001
   200        0.5808            -nan     0.0080   -0.0005
   220        0.5689            -nan     0.0080   -0.0006
   240        0.5579            -nan     0.0080   -0.0002
   260        0.5477            -nan     0.0080   -0.0004
   280        0.5381            -nan     0.0080   -0.0004
   300        0.5289            -nan     0.0080   -0.0004
   320        0.5206            -nan     0.0080   -0.0006
   340        0.5125            -nan     0.0080   -0.0002
   360        0.5046            -nan     0.0080   -0.0001
   380        0.4965            -nan     0.0080   -0.0001
   400        0.4894            -nan     0.0080   -0.0003
   420        0.4823            -nan     0.0080   -0.0005
   440        0.4763            -nan     0.0080   -0.0004
   460        0.4699            -nan     0.0080   -0.0002
   480        0.4638            -nan     0.0080   -0.0003
   500        0.4579            -nan     0.0080   -0.0006

- Fold01: shrinkage=0.008, interaction.depth= 2, n.minobsinnode=8, n.trees=500 
+ Fold01: shrinkage=0.008, interaction.depth= 4, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0080    0.0180
     2        1.0869            -nan     0.0080    0.0171
     3        1.0757            -nan     0.0080    0.0166
     4        1.0647            -nan     0.0080    0.0166
     5        1.0543            -nan     0.0080    0.0165
     6        1.0441            -nan     0.0080    0.0168
     7        1.0339            -nan     0.0080    0.0148
     8        1.0241            -nan     0.0080    0.0155
     9        1.0149            -nan     0.0080    0.0149
    10        1.0055            -nan     0.0080    0.0141
    20        0.9219            -nan     0.0080    0.0115
    40        0.8021            -nan     0.0080    0.0069
    60        0.7191            -nan     0.0080    0.0043
    80        0.6597            -nan     0.0080    0.0020
   100        0.6151            -nan     0.0080    0.0013
   120        0.5805            -nan     0.0080    0.0008
   140        0.5523            -nan     0.0080   -0.0000
   160        0.5285            -nan     0.0080    0.0001
   180        0.5083            -nan     0.0080    0.0004
   200        0.4898            -nan     0.0080   -0.0004
   220        0.4738            -nan     0.0080   -0.0002
   240        0.4592            -nan     0.0080   -0.0004
   260        0.4465            -nan     0.0080   -0.0003
   280        0.4341            -nan     0.0080   -0.0007
   300        0.4225            -nan     0.0080   -0.0007
   320        0.4116            -nan     0.0080   -0.0005
   340        0.4007            -nan     0.0080   -0.0010
   360        0.3905            -nan     0.0080   -0.0010
   380        0.3809            -nan     0.0080   -0.0006
   400        0.3717            -nan     0.0080   -0.0010
   420        0.3634            -nan     0.0080   -0.0005
   440        0.3556            -nan     0.0080   -0.0003
   460        0.3474            -nan     0.0080   -0.0007
   480        0.3398            -nan     0.0080   -0.0005
   500        0.3321            -nan     0.0080   -0.0007

- Fold01: shrinkage=0.008, interaction.depth= 4, n.minobsinnode=8, n.trees=500 
+ Fold01: shrinkage=0.008, interaction.depth= 6, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0080    0.0203
     2        1.0864            -nan     0.0080    0.0202
     3        1.0744            -nan     0.0080    0.0187
     4        1.0626            -nan     0.0080    0.0161
     5        1.0517            -nan     0.0080    0.0161
     6        1.0409            -nan     0.0080    0.0166
     7        1.0300            -nan     0.0080    0.0156
     8        1.0195            -nan     0.0080    0.0155
     9        1.0096            -nan     0.0080    0.0161
    10        0.9996            -nan     0.0080    0.0141
    20        0.9105            -nan     0.0080    0.0122
    40        0.7779            -nan     0.0080    0.0068
    60        0.6865            -nan     0.0080    0.0044
    80        0.6201            -nan     0.0080    0.0023
   100        0.5707            -nan     0.0080    0.0011
   120        0.5310            -nan     0.0080    0.0014
   140        0.4986            -nan     0.0080    0.0005
   160        0.4719            -nan     0.0080   -0.0001
   180        0.4490            -nan     0.0080   -0.0007
   200        0.4291            -nan     0.0080   -0.0003
   220        0.4113            -nan     0.0080   -0.0008
   240        0.3948            -nan     0.0080   -0.0003
   260        0.3800            -nan     0.0080   -0.0008
   280        0.3657            -nan     0.0080   -0.0009
   300        0.3532            -nan     0.0080   -0.0004
   320        0.3404            -nan     0.0080   -0.0008
   340        0.3286            -nan     0.0080   -0.0004
   360        0.3185            -nan     0.0080   -0.0007
   380        0.3092            -nan     0.0080   -0.0006
   400        0.2993            -nan     0.0080   -0.0006
   420        0.2902            -nan     0.0080   -0.0006
   440        0.2810            -nan     0.0080   -0.0005
   460        0.2728            -nan     0.0080   -0.0008
   480        0.2652            -nan     0.0080   -0.0007
   500        0.2577            -nan     0.0080   -0.0006

- Fold01: shrinkage=0.008, interaction.depth= 6, n.minobsinnode=8, n.trees=500 
+ Fold01: shrinkage=0.008, interaction.depth= 8, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0080    0.0194
     2        1.0863            -nan     0.0080    0.0189
     3        1.0738            -nan     0.0080    0.0187
     4        1.0616            -nan     0.0080    0.0173
     5        1.0503            -nan     0.0080    0.0157
     6        1.0389            -nan     0.0080    0.0177
     7        1.0276            -nan     0.0080    0.0152
     8        1.0171            -nan     0.0080    0.0154
     9        1.0067            -nan     0.0080    0.0154
    10        0.9958            -nan     0.0080    0.0154
    20        0.9018            -nan     0.0080    0.0113
    40        0.7652            -nan     0.0080    0.0067
    60        0.6674            -nan     0.0080    0.0048
    80        0.5962            -nan     0.0080    0.0023
   100        0.5416            -nan     0.0080    0.0015
   120        0.4981            -nan     0.0080    0.0009
   140        0.4625            -nan     0.0080    0.0002
   160        0.4337            -nan     0.0080   -0.0002
   180        0.4079            -nan     0.0080   -0.0006
   200        0.3848            -nan     0.0080   -0.0005
   220        0.3648            -nan     0.0080   -0.0005
   240        0.3470            -nan     0.0080   -0.0008
   260        0.3306            -nan     0.0080   -0.0006
   280        0.3161            -nan     0.0080   -0.0011
   300        0.3021            -nan     0.0080   -0.0010
   320        0.2887            -nan     0.0080   -0.0005
   340        0.2774            -nan     0.0080   -0.0005
   360        0.2662            -nan     0.0080   -0.0009
   380        0.2560            -nan     0.0080   -0.0008
   400        0.2465            -nan     0.0080   -0.0007
   420        0.2376            -nan     0.0080   -0.0007
   440        0.2293            -nan     0.0080   -0.0008
   460        0.2212            -nan     0.0080   -0.0006
   480        0.2133            -nan     0.0080   -0.0008
   500        0.2061            -nan     0.0080   -0.0005

- Fold01: shrinkage=0.008, interaction.depth= 8, n.minobsinnode=8, n.trees=500 
+ Fold01: shrinkage=0.008, interaction.depth=10, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
