"","OID_","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","SiteID","Elevation","WellDepthMeasureValue","AM_A_Amorph_7_16","AM_A_Analcime_7_16","AM_A_Aragon_7_16","AM_A_Calcite_7_16","AM_A_Ca_7_16","AM_A_Cd_7_16","AM_A_Ce_7_16","AM_A_Co_7_17","AM_A_Cr_7_17","AM_A_Cs_7_17","AM_A_Cu_7_17","AM_A_C_Inorg_7_16","AM_A_C_Tot_7_16","AM_A_Dolomite_7_16","AM_A_Fe_7_17","AM_A_Ga_7_17","AM_A_Goethite_7_16","AM_A_Gypsum_7_16","AM_A_Hematite_7_16","AM_A_Heuland_7_16","AM_A_Hg_7_17","AM_A_Hornbl_7_16","AM_A_Kaolinit_7_16","AM_A_K_7_17","AM_A_La_7_17","AM_A_Li_7_17","AM_A_Mg_7_17","AM_A_Mn_7_17","AM_A_Mo_7_17","AM_A_Na_7_17","AM_A_Nb_7_17","AM_A_Ni_7_17","AM_A_Other_7_16","AM_A_Pb_7_17","AM_A_Pyrite_7_16","AM_A_Pyroxene_7_16","AM_A_P_7_17","AM_A_Quartz_7_16","AM_A_Rb_7_17","AM_A_Sb_7_17","AM_A_Sc_7_17","AM_A_Serpent_7_16","AM_A_Se_7_18","AM_A_Sn_7_18","AM_A_Sr_7_18","AM_A_S_7_17","AM_A_Talc_7_16","AM_A_Te_7_18","AM_A_Th_7_18","AM_A_Ti_7_18","AM_A_Tl_7_18","AM_A_Tot_10A_7_16","AM_A_Tot_14A_7_16","AM_A_Tot_Carb_7_16","AM_A_Tot_Clay_7_16","AM_A_Tot_Flds_7_16","AM_A_Tot_K_fs_7_16","AM_A_Tot_Plag_7_16","AM_A_Tot_Zeol_7_16","AM_A_U_7_18","AM_A_V_7_18","AM_A_W_7_18","AM_A_Y_7_18","AM_A_Zn_7_18","LM_C_Ca_7_17","LM_C_Cd_7_17","LM_C_Ce_7_18","LM_C_Co_7_18","LM_C_Cr_7_18","LM_C_Cs_7_18","LM_C_CTot_7_15","LM_C_Cu_7_18","LM_C_Fe_7_18","LM_C_Ga_7_18","LM_C_Hg_7_18","LM_C_K_7_18","LM_C_La_7_18","LM_C_Li_7_18","LM_C_Mg_7_18","LM_C_Mn_7_18","LM_C_Mo_7_18","LM_C_Na_7_18","LM_C_Nb_7_18","LM_C_Ni_7_18","LM_C_P_7_18","LM_C_Pb_7_18","LM_C_Rb_7_18","LM_C_S_7_18","LM_C_Sb_7_18","LM_C_Sc_7_18","LM_C_Se_7_18","LM_C_Sn_7_18","LM_C_Sr_7_18","LM_C_Te_7_18","LM_C_Th_7_18","LM_C_Ti_7_18","LM_C_Tl_7_18","LM_C_U_7_15","LM_C_V_7_18","LM_C_W_7_18","LM_C_Y_7_18","LM_C_Zn_7_18","AN_Top5_Ag_7_17","AN_Top5_Al_7_17","AN_Top5_As_7_17","AN_Top5_Ba_7_17","AN_Top5_Be_7_17","AN_Top5_Bi_7_17","AN_Top5_Ca_7_17","AN_Top5_Cd_7_17","AN_Top5_Ce_7_17","AN_Top5_Co_7_17","AN_Top5_Cr_7_17","AN_Top5_Cs_7_17","AN_Top5_Cu_7_17","AN_Top5_Fe_7_17","AN_Top5_Ga_7_17","AN_Top5_Hg_7_17","AN_Top5_In_7_17","AN_Top5_K_7_17","AN_Top5_La_7_17","AN_Top5_Li_7_17","AN_Top5_Mg_7_17","AN_Top5_Mn_7_17","AN_Top5_Mo_7_18","AN_Top5_Na_7_18","AN_Top5_Nb_7_18","An_Top5_Ni_7_18","AN_Top5_P_7_18","AN_Top5_Pb_7_18","AN_Top5_Rb_7_18","AN_Top5_S_7_18","AN_Top5_Sb_7_18","AN_Top5_Sc_7_18","AN_Top5_Se_7_18","AN_Top5_Sn_7_18","AN_Top5_Sr_7_18","AN_Top5_Te_7_18","AN_Top5_Th_7_18","AN_Top5_Ti_7_18","AN_Top5_Tl_7_18","AN_Top5_U_7_18","AN_Top5_V_7_18","AN_Top5_W_7_18","AN_Top5_Y_7_18","AN_Top5_Zn_7_18","AN_C_Calcite_7_22","AN_C_Goethite_7_19","AN_C_Gypsum_7_22","AN_C_Hematite_7_22","AN_C_Heuland_7_19","AN_C_Hornbl_7_19","AN_C_Kaolinit_7_19","AN_C_Pyrite_7_19","AN_C_Pyroxene_7_19","AN_C_Quartz_7_19","AN_C_Talc_7_19","AN_C_Tot_10A_7_19","AN_C_Tot_14A_7_19","AN_C_Tot_Carb_7_19","AN_C_Tot_Flds_7_19","AN_C_Tot_K_fs_7_19","LM_C_Amorph_7_19","LM_C_Analcime_7_19","LM_C_aragon_7_19","LM_C_C_Inorg_7_19","LM_C_Dolomite_7_19","LM_C_Gibbsite_7_19","bfi48grd","PRISM_30yrNorm","Best_Guess__ac_","GENERALIZE_Igneous_volcanic","GENERALIZE_Sedimentary_clastic","GENERALIZE_Sedimentary_undifferentiated","GENERALIZE_Igneous_intrusive","GENERALIZE_Metamorphic_undifferentiated","GENERALIZE_Igneous_and_Sedimentary_undifferentiated","GENERALIZE_Unconsolidated_undifferentiated","GENERALIZE_Sedimentary_carbonate","GENERALIZE_Unconsolidated_and_Sedimentary_undifferentiated","GENERALIZE_Metamorphic_and_Sedimentary_undifferentiated","GENERALIZE_Water","UNIT_NAME_Residual_materials_developed_in_igneous_and_metamorphic_rocks","UNIT_NAME_Residual_materials_developed_in_sedimentary_rocks_discontinuous","UNIT_NAME_Basaltic_and_andesitic_volcanic_rocks","UNIT_NAME_Residual_materials_developed_in_fine.grained_sedimentary_rocks","UNIT_NAME_Residual_materials_developed_in_carbonate_rocks_discontinuous","UNIT_NAME_Alluvial_sediments_thick","UNIT_NAME_Alluvial_sediments_thin","UNIT_NAME_Eolian_sediments_mostly_dune_sand_thin","UNIT_NAME_Colluvial_sediments_thin","UNIT_NAME_Rhyolitic_volcanic_rocks","UNIT_NAME_Playa_sediments","UNIT_NAME_Water","UNIT_NAME_Eolian_sediments_mostly_loess_thin","UNIT_NAME_Glacial_till_sediments_mostly_sandy_thin","US_L3NAME_Arizona.New_Mexico_Mountains","US_L3NAME_Arizona.New_Mexico_Plateau","US_L3NAME_Sonoran_Basin_and_Range","US_L3NAME_Mojave_Basin_and_Range","US_L3NAME_Southern_Rockies","US_L3NAME_Colorado_Plateaus","US_L3NAME_Central_Basin_and_Range","US_L3NAME_Wasatch_and_Uinta_Mountains","bas1","bas5","bas10","As3Cat","trainCat3"
"45",45,"As","Dissolved",0.69,7572,6930,340,25.442831,0,0.0083962,0.7062216,1.1285304,0.1696758,60.4071846,22.8087082,119.8556137,6.7204614,32.2299004,0.0847424,1.7946658,0.0921558,3.8202844,14.5497808,0,0,1.6543561,0,0.0195223,0,4.2330871,1.5823843,31.0667782,25.2200489,0.8432655,911.9293823,0.9105538,0.8232108,21.4406757,43.0030441,0,20.9219685,0,1.0305911,730.6107788,40.7630501,85.8091278,0.8458374,11.041707,0,0.2414711,1.7373531,171.0554352,0.0234675,0,0.1,10.7625704,0.5659631,0.4551241,8.5113001,1.2932795,0.7262425,13.7857027,13.9005489,4.8453908,9.2543564,0,2.3032565,83.3446121,1.3128842,19.4024506,63.2438126,2.840163,0.1406014,75.217453,26.8692017,109.176651,8.4774675,1.0228689,34.6415024,4.2601075,17.0655766,0.0203926,1.5225067,37.4646416,31.7463932,1.0606307,986.8161621,1.0396233,0.6091958,23.8123131,56.322422,594.2035522,20.4340725,75.6593399,0.0424072,0.8385754,12.9198704,0.2495255,1.823625,239.3670349,0.1,12.3026266,0.5395713,0.4866948,2.7621901,84.6872101,1.7224808,25.7889919,66.0565338,1,5.5986047,5.9820566,634.6522217,1.5166384,0.3445044,1.0983047,0.2052576,58.2619781,20.8696079,116.8637924,6.1419582,37.0232544,3.7510455,13.6752014,0.0342949,0.0545066,1.5767208,31.906189,22.4667015,0.8173604,922.2009888,0.9454033,0.7914608,18.522707,42.0274429,746.9299316,20.6476212,73.9644165,0.0273465,0.8703748,9.8703051,0.2515901,1.74831,166.7554321,0.1,10.390379,0.533031,0.4134556,2.231842,78.2211151,1.1645942,17.92873,68.5196457,3.780026,0,0,1.0411671,0,0,6.3036499,0,1.7356448,30.6814461,0,8.1407166,3.2658739,3.9674459,12.2275381,3.885535,31.2372036,0,0.0061195,0.4744952,0.1889664,0,56,546.4291992,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"50",50,"As","Dissolved",8,40741,639.35,115,16.5354481,0,0.0193247,3.1711609,2.6123254,0.1484452,86.9753113,11.0845127,41.3320618,5.7931476,21.5100956,0.4071188,0.6793039,0.0915141,3.1928391,15.4500237,0,0,0.046655,0,0.0366313,1.2517096,0.2014657,2.2858644,41.9486618,21.8383465,0.9522403,517.274292,0.8301017,1.2141371,16.9609985,19.5903072,0.7622516,23.3354645,0,1.7070271,507.257019,39.1892128,107.8740997,0.6967171,9.2441797,0,0.2069592,2.3247123,227.9919434,0.0144868,0,0.1,17.2910748,0.3387682,0.5848085,7.1658878,1.2512747,3.2725859,8.5505238,27.9122391,12.7379675,14.8641052,0,2.648942,65.5187454,1.6317343,25.658905,57.3598137,4.5918322,0.1065735,82.9366455,10.5312309,38.9949532,5.5113139,1.1901251,22.8396072,2.9969809,14.4060249,0.0313753,2.1611547,41.5269089,26.6404438,1.1146092,471.1444092,0.8227703,1.1364539,13.7480469,20.0232201,459.4277039,21.3144684,96.546875,0.0431632,0.5664904,9.6399946,0.2206977,1.9207057,278.8320312,0.1,15.9884672,0.3306265,0.5810227,2.5618188,67.0937576,2.3721209,24.1827583,56.642067,1,5.7319293,5.113277,694.9333496,2.1049528,0.4624643,2.5280962,0.1533007,93.7543411,11.2759352,47.8413925,6.0709143,22.3344975,3.7134435,14.319808,0.0297148,0.0556186,2.3770525,45.6251259,22.242136,1.0117717,587.9509888,0.9591838,1.241629,18.3171883,20.1925411,655.5252686,27.445549,105.6645584,0.0169191,0.7736401,9.5945368,0.2,2.5460234,232.0821838,0.1,19.8226109,0.3868591,0.6040002,3.037483,77.9954071,2.0544908,25.5169392,63.5276108,6.6478033,0,0.1794171,0.0766336,0.1076904,1.0107119,0.7392398,0,0.6644799,33.9197006,0,7.1422172,1.5731231,6.7113857,26.5907536,10.8864489,20.6227818,0,0,0.8136891,0.0829894,0,18,148.3901978,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0
"51",51,"As","Dissolved",10.1,40767,6277,700,20.3923988,0,0,0.9352231,0.9407327,0.1601876,56.600399,12.8221598,61.0814552,6.9732614,19.08568,0.1104528,1.5721773,0.1058096,2.5892551,10.5734425,0,0,1.0228521,0,0.0211135,0,4.9284744,1.3491734,28.3779335,24.2258015,0.5839289,579.0307007,0.8585973,0.3907536,14.8148232,25.283968,0,20.0711098,0,0,416.4535217,55.0023193,75.5046234,0.7043828,7.8120666,0,0.2517664,1.3909557,119.6992264,0.0223559,0,0.1,9.6044302,0.350611,0.4428558,7.9418592,0.8761888,0.923643,13.7497616,9.6139107,5.0660329,5.0390821,0,2.1741915,60.7378502,1.3677275,17.5713768,52.0287704,1.9871278,0.1473153,72.3240051,17.500597,62.2121925,8.868845,0.7459379,28.6030731,3.2995973,15.261137,0.0212266,1.4280932,35.8666878,31.7520809,0.7045898,619.1026611,1.0072918,0.3141747,16.5451488,37.6957169,450.9145508,21.9427662,80.5744858,0.0376419,0.8298578,9.8536739,0.2608683,1.8038896,149.119751,0.1,12.0983496,0.3988115,0.5690777,2.8213401,74.8670578,1.7552205,24.5097218,63.2992516,1,4.1847816,5.5027828,473.4840393,1.2257681,0.3413551,0.8463467,0.1701607,52.5823174,12.1971693,49.3341827,6.1866617,21.1818428,2.456495,9.3834276,0.0262408,0.0386771,1.2782336,27.6569691,21.7971802,0.5299928,557.1870117,0.8492611,0.3423769,12.6701202,23.9296169,455.1907959,20.4402981,65.3735352,0.0240458,0.6998285,7.0726662,0.2458283,1.3210098,112.857132,0.1,8.9289618,0.3193382,0.427808,2.0115402,54.2809067,1.1437619,15.361599,52.735157,2.9330928,0,0,0.9786528,0,0,7.0520959,0,0.7092936,44.3373184,0,8.3755951,2.7080469,3.1326034,7.155549,2.8321378,25.428812,0,0.0079521,0.3756713,0.2279242,0,41,423.3267822,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,3,0
"52",52,"As","Dissolved",0,40780,6542,1240,26.8349628,0,0.0118064,0.4533372,1.752619,0.163691,56.3628731,21.8221607,114.4705124,6.1137881,29.6959686,0.0540084,1.4141688,0,3.7973082,15.2276278,0,0,1.1793152,0.2842753,0.0206769,0,3.0331829,1.7067101,28.997797,23.5291862,1.280947,852.1187744,0.9195047,1.2677559,20.0766697,50.7731361,0.8593758,18.4239254,0,2.8023591,792.5428467,31.6246243,87.1789398,0.7496856,11.3356256,0,0.2201669,1.5543125,260.9388428,0.0242898,0,0.1,9.5338783,0.5266129,0.4229631,6.5514803,2.048887,0.4979001,11.6768408,21.5578461,5.250782,16.5815182,0.2606662,2.0669343,87.1373901,1.1055452,18.1280479,71.164856,2.772517,0.1324561,67.1588669,21.9242725,92.5640869,7.5485163,0.8594922,33.2147522,3.8731318,16.6295242,0.0219777,1.6156644,34.3327637,27.89254,1.3730683,689.2127075,0.9886674,1.0250819,21.5120583,49.5384216,619.5198975,16.4860401,72.8639297,0.0430944,0.7117385,11.9927568,0.2180779,1.6156458,281.7246704,0.1,10.6963234,0.4931651,0.4151676,2.1928849,81.7452927,1.4054583,22.9021778,61.1349907,1,6.3538814,4.2594829,692.3912964,1.500823,0.2986386,1.7496251,0.1912729,54.0276184,20.6149235,106.6152878,5.7849789,32.2989464,3.7438781,14.6031485,0.0290862,0.0483599,1.7633334,29.6060677,21.5262413,1.3076361,853.7318726,0.9546316,1.2560781,17.7930737,48.0841789,782.4528809,19.8070259,73.8223267,0.0261662,0.7675843,10.4340563,0.2319327,1.539883,262.0478821,0.1,8.9251089,0.4899237,0.3804635,1.974059,80.8135147,1.0013454,17.1284657,66.8430862,2.2200139,0,0,0.9528657,0.3897364,0,2.8421926,0,3.2993259,27.4735317,0,6.6158237,3.5610809,2.2235551,22.2176991,5.6602206,28.4679222,0,0,0.2627791,0,0,52,277.9418945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"53",53,"As","Dissolved",0,40980,6490,175,27.0018368,0,0.0103095,0.7958294,1.4779446,0.1630928,59.636692,21.3095894,112.5142517,6.6925774,30.0533237,0.0939244,1.5350267,0.0830218,3.7556238,15.1216679,0,0,1.4298521,0,0.0201516,0,3.879025,1.6516204,30.696558,25.202179,1.1502926,856.796814,0.9565143,1.0628034,21.4545422,45.8569527,0.8457968,20.057476,0,2.2333918,764.62146,36.8784103,91.1373291,0.8835239,10.9116135,0,0.2223751,1.6793951,210.3283081,0.0254442,0,0.1,10.6664248,0.5316249,0.451823,8.2636719,1.81238,0.8210453,13.8866653,15.0314407,4.774714,10.680994,0,2.3155391,85.9479904,1.265857,18.6431465,68.78936,2.9966009,0.1398061,72.018219,22.6258221,97.2562485,8.1728411,0.9057242,34.3008118,3.9512389,16.3832417,0.0210609,1.5018797,36.7241631,30.0460663,1.253852,739.5137939,1.0526779,0.7197957,22.5746403,50.3319893,601.7064819,17.6561127,72.5835419,0.0493358,0.7991093,12.0627337,0.2218951,1.6997442,270.7339783,0.1,11.6061802,0.4997401,0.4564826,2.651325,80.7194214,1.4827952,24.4214001,61.752327,1,6.0562463,5.1934495,703.4030762,1.5203668,0.3306742,1.4056665,0.1937341,57.3418808,19.7951221,105.2671432,6.1085191,33.4679527,3.7138765,14.3014917,0.0317314,0.0503567,1.7206746,31.5749359,22.7753639,1.1053402,852.8564453,0.9907953,1.0564783,18.4744167,42.8125954,773.7042236,20.3989239,76.0237274,0.0273138,0.8950212,9.7322884,0.2366643,1.6275855,208.225769,0.1,10.2209129,0.4956956,0.4066674,2.2277088,79.5359879,1.1221846,17.2403965,67.5081024,3.4319222,0,0,0.9447711,0,0,4.617547,0,3.0985224,29.8732376,0,7.1828375,3.7852056,3.6161394,14.4564819,4.0241699,30.4862423,0,0.00449,0.4310952,0.155245,0,54,304.1279907,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"54",54,"As","Dissolved",5,41017,6385,450,19.1632957,0,0,1.1959276,1.0506475,0.1517194,49.88731,9.90026,48.0517845,6.629931,14.8906651,0.1523395,1.5080918,0.1211875,2.2467659,9.3389788,0,0,0.8335158,0,0.0191519,0.0253627,4.0579243,1.3564069,25.3020477,22.647028,0.6437698,440.9494629,0.8373547,0.4038167,11.8800459,23.4732533,0.144176,18.5256329,0,0,357.9709778,59.7060013,70.4365463,0.6295014,6.095614,0,0.2562801,1.2790158,122.7220917,0.0211295,0.1711264,0.1,8.5902462,0.2972142,0.3626603,7.3500466,0.9299099,1.2604828,12.3970051,9.702137,4.5503974,6.0409703,0,2.0625687,57.2262955,1.3332686,15.807806,48.7390976,2.2771318,0.1534285,68.182724,15.250659,55.4151573,8.5447588,0.6724748,30.1083317,3.2971897,15.2812576,0.019277,1.4256289,33.5102234,29.3269825,0.7511791,477.2406006,1.0104377,0.3163685,14.2854471,35.9381599,492.7776794,24.5714741,76.683876,0.0327246,0.730938,10.1839342,0.2631278,1.7444216,155.5453644,0.1,11.8054409,0.4066707,0.5017066,2.7310822,78.9390259,1.652667,25.6192417,64.2849197,1,3.7044809,5.5904427,409.3180847,1.0682045,0.3452688,1.0032187,0.1819341,46.9988632,9.7085352,36.4440346,6.0691738,17.2024078,2.1082847,7.9417195,0.0250894,0.0325118,1.2548,24.5958862,20.8876572,0.5476579,424.6399536,0.833097,0.3268365,10.2789097,20.678587,388.3398743,21.0622292,60.1571617,0.022781,0.6392798,5.5419412,0.2459903,1.1330487,112.9614716,0.1,8.0840778,0.2630211,0.3413968,1.9144152,48.3689194,1.1309199,13.0303831,49.4817467,3.2975972,0,0,0.9863906,0,0.0917872,8.5764084,0,0.7087679,46.3600807,0.3342862,7.8123322,1.6917681,3.6177177,10.2080116,3.7263298,20.9265804,0,0.0158084,0.436097,0.3011567,0,37,406.249176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0
"55",55,"As","Dissolved",35,41046,6536,1447,26.4393005,0,0.0122422,0.4796085,1.6758554,0.1607102,55.6738167,19.9195786,101.9190903,6.1261463,27.6419926,0.0579579,1.2851239,0,3.6056604,14.7799416,0,0,1.0670828,0.2805932,0.0206011,0,2.7653177,1.7339683,28.6758766,23.4220829,1.239266,778.121521,0.8748024,1.2422172,18.8648109,46.5021973,0.8562637,18.3943062,0,2.7124164,754.9369507,34.2584381,89.2797699,0.7715485,10.5695038,0,0.2194485,1.5084199,258.2456665,0.0236624,0,0.1,9.5800571,0.4959081,0.4291681,6.7874331,2.1156523,0.5275818,11.7377777,19.4189396,5.0594134,15.0098295,0.2387399,2.0344841,84.4661102,1.0838423,17.6662998,69.3244247,2.993731,0.132675,65.7286224,20.3699474,85.030365,7.4416704,0.9205825,31.520792,3.6591659,16.0063972,0.0217927,1.615557,33.6659203,27.3022881,1.3297546,630.8925171,0.923748,0.9281688,20.0675068,46.2447777,597.0612183,16.3727894,72.9084625,0.0424891,0.702913,11.2641964,0.2179714,1.5576384,289.3471069,0.1,10.5611019,0.4694276,0.4052624,2.1716139,79.0651398,1.3558217,22.4243088,58.7570992,1,6.2357006,4.2020946,708.8027954,1.4781243,0.2841926,1.6358302,0.1868353,53.9353714,19.0475502,93.7493057,5.8005633,30.1168766,3.5594795,14.2595129,0.0269438,0.0459801,1.7959601,29.6067295,21.4027824,1.2444878,773.4707031,0.9115075,1.2350452,16.8648987,43.8449593,746.1853027,19.3932552,75.0747604,0.0254942,0.7865068,9.7703638,0.2303086,1.4941381,257.6627808,0.1,9.0362043,0.4618177,0.3875339,1.9866837,78.4900818,0.993845,16.7868404,64.5896759,2.8786364,0,0,0.930645,0.3856284,0,3.0965705,0,3.2084565,29.1965599,0,6.3381724,3.8051534,2.8779225,20.5123768,5.5470805,28.3461781,0,0,0.3427421,0,0,53,268.1560059,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,3,1
"56",56,"As","Dissolved",0,41127,6107,55,22.5837173,0,0.0073994,1.2564359,1.2013448,0.1637307,59.5159492,16.3747292,75.6335907,7.1165438,27.1940136,0.1620293,1.4263868,0.120821,3.0886297,12.5181236,0,0,1.1795893,0,0.0192079,0,4.7394543,1.4717028,29.9142036,24.8785706,0.6536554,678.5436401,0.8201122,0.5197106,16.3326321,30.4739742,0,20.6450024,0,0,522.7294922,47.7365341,80.811203,0.8197752,9.8678303,0,0.2399614,1.6011513,135.9725647,0.022254,0,0.1,10.4254742,0.432247,0.4563959,8.882555,1.0285443,1.353249,14.3913431,10.4603519,4.524332,6.2543778,0,2.2339666,72.0089188,1.3129323,19.1450882,57.0536156,2.9483809,0.1477421,73.5302277,20.9977112,72.9703674,8.950552,0.9768547,30.3062439,3.5987389,16.0345097,0.0206372,1.4894989,36.3732605,31.9259529,0.8355145,773.84729,0.9866502,0.3974938,18.2396641,42.7641487,505.9767761,22.0675602,80.0894928,0.0391643,0.8541042,11.0987768,0.2481768,1.8416922,206.2664185,0.1,12.1918001,0.4333879,0.5221432,2.7976902,77.9938278,1.7574507,25.6780739,64.969574,1,4.8859253,5.9784193,551.4193115,1.3726615,0.3297631,1.2434677,0.1874065,56.0443497,15.7241945,69.0590973,6.2868271,29.0332451,3.0359445,11.6597729,0.0252642,0.0467112,1.4000026,29.6932812,22.0923862,0.6252356,679.6668701,0.8511004,0.4815197,14.2467031,30.0577869,555.5046997,20.3316059,70.2324448,0.0248418,0.8112843,8.6570702,0.2462595,1.5337633,130.4352875,0.1,9.938714,0.4109434,0.4334379,2.1349366,67.2673492,1.1756985,18.2640762,59.1535759,4.6228366,0,0,0.9839931,0,0,6.7549148,0,0.7138904,37.2782021,0,8.3770132,3.2267981,4.9406023,8.1226368,3.0942657,29.2804527,0,0.0154967,0.5942801,0.3000671,0,45,375.1791992,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"57",57,"As","Dissolved",1.5,41194,6008,300,21.904768,0,0,1.3191717,1.2171689,0.1577535,58.1886406,15.3574066,68.5812073,7.1078658,25.7500134,0.1747813,1.3833485,0.1248288,2.9354947,12.1004915,0,0,1.1013423,0,0.0185422,0,4.7779517,1.4171194,29.1290951,24.4798031,0.6362838,642.104248,0.819622,0.4760673,15.6240206,28.5331154,0,20.1557426,0,0,489.8685303,49.4714012,78.8700867,0.8058523,9.6328192,0,0.2504452,1.558206,130.7431946,0.0216283,0,0.1,10.0875463,0.4041243,0.4509887,8.3609467,1.0094332,1.452612,13.9209423,10.0203104,4.4445734,5.866241,0,2.1886961,69.600441,1.3022021,18.6357002,55.1308289,2.8946245,0.1474992,71.7448959,19.4401684,66.5089951,8.926507,0.9448299,29.3806324,3.4404202,15.5261602,0.0206237,1.4389862,35.5542374,31.5893936,0.8053734,710.6088867,1.0000945,0.3725278,17.3968658,39.3031349,486.7854309,22.0273266,79.4186325,0.039113,0.8379531,10.6744022,0.2604842,1.8125701,197.7516479,0.1,12.0031767,0.4124303,0.5194049,2.7846093,75.9705048,1.7491858,25.0660324,62.3035393,1,4.7569957,5.9877477,536.0171509,1.3424447,0.32518,1.295242,0.1829286,54.8003654,14.8001165,61.1640816,6.2922473,27.0470676,2.9019194,11.2387943,0.0243828,0.045107,1.3657767,28.852335,22.3539009,0.6208106,642.583374,0.8265095,0.4385363,13.5589294,28.1007805,531.5404053,20.0645084,68.8146667,0.0247071,0.7957238,8.4069567,0.2449841,1.4811933,126.7130508,0.1,9.6897907,0.3847024,0.4307258,2.0765295,65.1011887,1.1579645,17.9070454,57.817749,4.6067023,0,0,0.972249,0,0,6.5908475,0,0.7139072,39.6427002,0,8.3055906,3.1691198,4.9502578,7.5339231,2.8224707,28.0143166,0,0.0184304,0.5953856,0.3247284,0,47,338.1746826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
"58",58,"As","Dissolved",0,41221,5995,300,26.1959114,0,0.0114237,0.6086576,1.4224502,0.1537115,57.2689476,18.4117165,93.8611908,6.2155447,26.97155,0.0723218,1.2657229,0,3.4524555,14.5466232,0,0,1.1017689,0,0.0200323,0,3.5561404,1.6727422,29.4544125,23.8758545,1.1315658,742.2474976,0.9145327,1.1498975,19.2807903,42.0756264,0.8523546,19.3005123,0,2.3316767,719.8117065,38.1321449,91.7108841,0.8922092,9.7971182,0,0.2200339,1.5420822,223.6263275,0.0242899,0,0.1,10.2953644,0.4769828,0.4508129,7.5643954,2.0342212,0.6500565,13.1506615,14.8648815,4.6107373,10.8786287,0,2.227438,81.3020248,1.1782308,17.5138283,65.8465118,2.8940043,0.1328385,69.0434036,19.303339,81.9524994,8.0139351,0.9144731,31.2752476,3.5809448,15.5519075,0.0207023,1.5327871,35.4766731,29.3500099,1.2421601,599.0202637,1.0401454,0.70995,20.0815487,44.0239716,567.8730469,17.4234295,72.6805344,0.0484066,0.7995732,10.8452673,0.2191128,1.6012809,285.0536194,0.1,11.225873,0.455416,0.4540646,2.6379158,76.5251846,1.4538472,23.2543507,58.7763596,1,6.0708899,4.6574578,730.90802,1.455204,0.3133078,1.3776151,0.1824472,55.3906975,17.5110512,85.4453735,5.8771739,29.2925453,3.4317951,14.0221167,0.0277921,0.0451908,1.7840077,30.4957752,21.7745438,1.1141276,730.4019165,0.953593,1.1612407,16.8316898,39.0446548,726.2533569,19.9624252,76.3299103,0.0256649,0.8941742,8.8802023,0.2318263,1.5029342,222.1491547,0.1,9.8209076,0.4454972,0.4094996,2.17695,75.8129501,1.0769193,16.4104729,63.0209846,3.1413157,0,0,0.8780295,0,0,4.090282,0,3.1364126,31.7666836,0,7.0752282,4.1590161,3.1541319,14.5078201,4.1892471,29.6833076,0,0,0.3773403,0,0,56,257.1773071,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
